Note,Commentaire
"3,5","Alors que l'on pouvait craindre un produit au rabais se contentant de capitaliser sur le succès surprise du premier volet, Juan Carlos Fesnadillo nous offre une très agréable surprise. S'éloignant de la trilogie fondatrice de Romero, cette suite quasi-directe s' rapproche ironiquement d'un autre film du cinéaste, son plus confidentiel ''The crazies'', infectés, paranoïa et gouvernement prêt à massacrer le peuple à l'appui. Plus qu'à un simple survival (ce qu'il est aussi), c'est surtout à un conte cruel initiatique que nous assistons, où deux jeunes enfants porteurs d'un infime espoir devront traverser un chemin semé d'embûches, poursuivit par une figure paternelle affreusement pervertie. Si tout n'est pas parfait (léger manque d'émotion, seconds rôles pas assez étoffés, incrustations numériques pas toujours heureuses...), l'ensemble reste une véritable petite pépites tournée avec un véritable sens de la mise en scène (à quelques plans illisibles près), violente, brutale, spectaculaire et parfois douloureuse."
"4,0","Bien meilleur que le premier opus et pourtant c'est rare que les suites soient mieux réalisées que les premiers volets...Il est merveilleusement bien filmé, les jeux de lumières,l'ambiance physique et sonore sont très bien pensées..bref une belle reussite pour un film dont le synopsis laisse à désirer."
"4,0","l'apocalypse se concrétise dans cette suite. une suite redouté au très inspiré 28 jours plus tard et qui est franchement réussi de toute part. centré sur largement sur l'armée comme référence ''la colline a des yeux 2'' et sur le retranchement des quelques survivants comme dans ''land of the dead'', nans déplaise ces deux références, le film en ait loin de les plagier. des scènes d'une extrème violence, une bonne interprétation, une histoire qui évolue sans interuption au fil des minutes et une musique magnifiquemment mise en relation avec les différentes scènes bref un boulet de canon pour les filmsde zombies."
"5,0","Même si 28 Jours plus tard etait excellent, cette suite est encore mieux,plus gore et plus nerveux que le premier volet, Juan Carlos Fresnadillos contribue à souligner une atmosphère oppressante et même angoissante, les contaminées sont aussi terrifiants que dans le premier film,les decors apocalyptiques de Londres sont splendides et les acteurs sont à fond dans leur rôles!sans oublier la musique de John Murphy qui nous fichent des frissons tout le le long du film.Chaos, destruction, terreur, ce film est unique, il donne un coup de neuf aux films de genre.Rare sont les films ou on à l'impression que la fin du monde , la mort, l'apocalyspe est si prêt de nous!28 Semaines plus tard est une perle!"
"5,0","A mi-chemin entre ''Les Fils de l'Homme'' d'Alfonso Cuaron et les films de zombies de Romero, ''28 semaines plus tard'', la suite du ''28 jours plus tard'' de Danny Boyle est une claque phénoménale comptant parmi les films les plus importants du genre. L'épidémie a été stoppée et les soldats américains sont arrivés à Londres pour encadrer ce qu'il reste de population. Sauf que voilà, l'exceptionnel Robert Carlyle va tout faire foirer lors de la scène du ''baiser de la mort'' (LA scène la plus viscéral et la plus chargée en émotions de tout le film) et va répandre le virus dans toute la métropole. A partir de là, la folie s'installe, les soldats tirent sur tout ce qui bougent et les contaminés se répandent à vitesse grand V parmi les survivants. Juan Carlos Fresnadillo a livré un film d'horreur-science-fiction avec une petite touche politique qui frappe là où ça fait mal (référence direct à la guerre en Irak). Sa réalisation énergique et ses plans aériens de Londres en ruines et en feu sont tout simplement géniaux. Le film contient son lot de scènes totalements cultes et mettant nors nerfs et nos tripes à rude épreuve. ''28 semaines plus tard'' est un sommet de l'horreur choc qui n'a de cesse de toujours aller plus loin dans le monstrueux et qui n'épargne rien, pas même les morts les plus atroces, à ses protagonistes. Fresnadillo a réussi sont pari : faire rentrer la saga dans la légende du cinéma."
"1,0","Alors que tous s'annoncait sous les meilleurs hospices, avec un robert carlyle flippé et un brin cabotin dans une Angleterre d'outre-tombe, tout dérape vers les clichés et autres grosses ficelles que Boyle avait évité dans ''28 jours...''.Histoire sans intérêt, personnages caricaturaux (mais pourquoi faut-il que des gamins débiles et qui mériteraient un bon coup de pied au cul, soit toujours au centre de l'histoire ?), longueurs et déjà-vu pour ce film bas de gamme qui fait honte à son illustre ainé."
"5,0","MAGNIFIQUE ! Déjà que 28 jours plus tard c'était quelquechose mais là ils ont encore fait plus fort, je ne sais pas comment, mais je suis resté impressionné par quasiment tout ! Les acteurs, la musique, l'histoire, les effets spéciaux...enfin bref, vivement 28 mois plus tard, aprés l'Angleterre LE MONDE ! AH AH AH AH !"
"4,0","un bon films= d'horreur, avec de bonnes giclés de sang et une musique envoutante, et surtout avec une fin pour nous, les Français^^"
"4,0","Très mature, très prenante et très ''pro'', cette suite est globalement une réussite! Les acteurs sont bon et le dispositif de défense de la ville est vraiment réaliste, on s'y croirait.On regrette cependant le manque de suspens, il fait beaucoup moins peur que 28j plus tards, c'est dommage pour un film d'1h35 quelques scènes ici et là auraient pût améliorer la chose !! On sent bien aussi que les 15 dernières minutes se font à l'arrache, comme si les réalisateurs avaient soudain envie de finir ( la Scène du night-shot est pour moi une déception totale !!! on a déjà vu bien bien mieux!!).En Bref: un complément indispensable pour tous ceux qui on vu 28 jours plus tard, et pour les autres une alternative beaucoup plus crédible que Résident Evil !!"
"4,5","Le premier opus, 28 jours plus tard, était déjà un très bon survival mais cette fois-ci on dépasse toutes les limites de l'horreur! Juan Carlos Fresnadillo utilise une mise scène impressionnante pour filmer les scènes d'action, grâce à des effets de caméra efficaces et une musique dynamique, et les scènes de peur à travers une ambiance claustrophobique impressionnante. Mais le plus effrayant est le fait que les soldats nous paraissent presque moins humains que les zombies qui se dévorent entre eux quand ils traitent les survivants comme du bétail. Et oui, le message du film est que la seule solution à l'épidémie lancée dans le film de Danny Boyle reste la déshumanisation... C'est là qu’on comprend vraiment qu'on est foutus!"
"4,0","La suite est largement à la hauteur du premier, grâce à une réalisation impeccable. La tension est permanente, les infectés réellement flippants, et la mise en scène époustoufflante. Si on ajoute à cela des scènes éprouvantes, les amateurs du genre y trouvent largement leur compte. Le tout est mené tambour battant, ne laissant que rarement des moments de répit. A noter une scène d'introduction qui met dans le bain d'entrée, et un final sincèrement angoissant."
"4,0","Une excelente suite qui arrive même à depasser son modèle dans un ensemble qui n'est,certe, pas parfait mais qui démontre un certain talent et une prise de risque assumée pour un film de zombie haletant et visceral. On regrettera que certaines scènes de nuit soient volontairement incomprèhensibles mais cela est rattrappé par d'autres passages et idées vraiment bluffante ( le bonbardement de Londres au napalm, les snipers tirant dans la foule...). An final, on tient là le meilleur film de zombie de ces dernières années."
"4,0","Voilà une suite qui ne déçois pas ! Déjà la BO reste excellente, rien à redire de ce côté là. Les effets visuels sont largement à la hauteur et le scénario est toujours aussi passionnant. Les acteurs le sont aussi et on a le droit à des décors parfaitement reconstitués. A voir !"
"2,5","La suite pas très réussie de 28 jours plus tard : l'effet de surprise ne joue plus, et n'est pas compensée par de bonnes idées scénaristiques. L'absence de Danny Boyle derrière la caméra se fait cruellement ressentir. A éviter."
"2,0","Moyen. Le scénario est très classique mais convenable, la réalisation est nerveuse même si un peu broullonne parfois.Mais le film ne tient pas ses promesses, celui de nous scotcher.Roméro est le maitre des films de Zombies, et il le restera certainement."
"4,0","encore mieux que le 1er film, 28 semaines plus tard est très bien fait, l'ambiance est génial et la musique tres bonne. Mais cependant le film jouit d'un assez mauvais casting ce qui est fort dommage, le jeu des enfants est tres mediocre..."
"2,5",suite un peu manqué qui tire plutot du film catastrophe..a vraiment perdu tout le charme du premier. Le depart etait bon mais la suite est trop previsible des qu'on voit que le monde est en reconstruction on sait qu'un contaminé va surgir et que cela va etre le ''bordel''..c'est bien dommage car le film avait de l'ambition
"2,0","Trop de gore, trop d'incohérences scénaristiques, absence totale d'humour, un seul thème musical pendant tout le film, bref, cette suite est facile, presque grotesque..."
"4,0","Une suite en demi-teinte où le propos, aussi intelligent soit-il, est gâché par une structure scénaristique décevante. Comme dans son précédent long métrage, Juan Carlos Fresnadillo utilise trop de ces raccourcis hasardeux qui, lorsqu'ils sont mis bout à bout, semblent rendre l'histoire bancale. Heureusement, la réalisation magistrale, l'épaisseur des personnages, la qualité d'interprétation et la superbe musique arrivent à faire passer la pilule. Au final, bien qu'un cran en dessous de son prédécesseur, 28 semaines plus tard n'en demeure pas moins plus qu'honorable."
"1,0","J'ai vu celui ci avant d'avoir vu son prédécesseur à en lire certaines critiques c'est bien mieux.Que dire sinon encore un énième film de Zombie qui offre par contre certaines scènes faisant ''presque peur''; et même s' il reste bien moins écœurant qu'un ''Planète Terreur''il faut bien avouer que même si la jeunesse évolue il aurait peut être été préférable de l'interdire au moins de 16 ans!Et qu'ont t'ils ses réalisateurs à jouer avec leur camera en faisant des travelling et des mouvements saccadés c'est fatiguant à la fin!Sinon le tout reste inconsistant;le film est lent il ne surprend pas et même si il fait montre d'une certaine atmosphère oppressante, il reste totalement prévisible du début à la fin.Par ailleurs la narration est bâclée et le déroulement reste bourré d'incohérences (2 ados arrivent à échapper à la vigilance de l'armée qui contrôle la ville, la survivante qui sème le virus est laissée sans surveillance, et les zombies résistent au gaz, au napalm et même aux hélices d'un helico (se défendre avec les pales d’un hélico ça c’est sympa !) et comble de tout on prône la surenchère dans les ''scènes de repas''!Tout cela me fait dire pourvu qu’ils n’en fassent pas un troisième !"
"3,5","Une suite intéressante... le premier opus m avait surpris, c était déjà une expérience bien impressionnante. Ce second épisode tient la promesse de la franchise, une nouveau bon film du genre. Attention ce sont des zombies avec quelques scènes assez gores"
"2,5","Cette suite de 28 jours a déjà plus de gueule. Respectant l'univers du précédent, son filmage nerveux et son montage stroboscopique, il en sort le meilleur, fleurtant avec la veine politique d'un Romero dans sa description d'une société martiale, à la fois glacée, acceptée par tous, et non moins inquiétante. L'espace de la première moitié du film, le réalisateur espagnol parvient même à remonter un univers entier à partir des cendres du premier opus, auquel on adhère avec une belle dynamique. Ici, on n'est pas loin de Land of the dead, mais à la fois différent. Puis la seconde partie déroule son habituel déferlement de zombies, non sans talent, avec quelques jolies scènes et jolis personnages, mais en enfilant la plupart des poncifs. Totu cela pour finir avec la reprise de l'esprit nocturne claustrophobe de The Descent... Dommage, le début augurait une meilleure fin."
"1,0","Commençons par l'élément le plus fondamental au cinéma le travail de la caméra. 28 semaines plus tard est l'un de ces films prétentieux à la caméra épileptique tenue à la main qui semble si populaire auprès des cinéastes qui n'ont rien à dire ou à montrer dans leurs films. Il y a très peu de scènes où la caméra n'est pas à la fois tenue à la main et en mouvement frénétique constant. Cela n'apporte rien au film ne crée aucune tension et n'apporte rien de nouveau à l'art du cinéma. Il y a de longues scènes qui aggravent le problème de la caméra en étant également filmées en vision nocturne simulée. La panique et le chaos arrivent alors que l'infection commence à se répandre et que les militaires commencent à massacrer les citoyens sans discernement. A partir de là il se transforme en un simple film de chasse aux zombies avec des pertes de chemises rouges à gauche et à droite. On nous présente puis on perd quelques personnages ce qui ne nous donne aucune richesse de caractère au récit. Carlyle apparaît occasionnellement sous la forme d'un fantôme aux cheveux longs. Il n'y a aucune raison logique à ses apparitions mais à ce stade le film n'est plus à la portée de la logique. En fin de compte, nous avons droit à une fin prévisible. Entre l'intrigue illogique et les personnages tous aussi illogique le réalisateur gaspille de grandes quantités de pellicule en plans larges de la campagne abandonnée et en gros plans sur les visages des personnages qui réagissent ou ne réagissent malheureusement pas à l'horreur qui les entoure..."
"3,5","28 semaines plus tard est peut être moins original que son predecesseur, mais cependant, il essaie de sortir des sentiers battus des films Zombie. On nous propose alors, au lieu de voir la déchéance et la ''contamination'' d'assister plutôt à l'après, et de voir peu à peu Londres se reconstruire. On assiste alors à une ville qui dirait-on, sort tout juste d'une guerre dévastatrice, et on peut s'imaginer les scènes (véhicules abandonnés en plein milieu de la route, pizzas pas terminées dans les restaurants etc.)Puis ensuite, evidemment, le film d'horreur peut commencer. On assiste à de très bonnes scènes (notamment celle dans le hangar, fermé), etc. J'apprécie également le fait qu'on est constament surpris par l'évolution des personnages !Un bon film, donc !"
"3,5","Fresnadillo est à l'oeuvre pour cette suite du très bon 28 jours plus tard de Danny Boyle. Clairement dans un style différent, le réalisateur Espagnol a su imposer sa patte. Loin donc du film intimiste du réalisateur britannique, on se retrouve avec un film disposant d'un budget plus élevé, un contexte différent, une approche différente. On ne laisse néanmoins pas tomber le coté sentimental. La stratégie militaire, la perte de contrôle, la panique, le désespoir sont les thèmes abordés dans ce second opus. On félicitera la maîtrise technique du réalisateur qui filme l'action comme jamais. Les protagonistes se retrouvent toujours avec deux dangers, les zombies comme dans tout film du genre et la faiblesse et l'égoïsme humain déjà dénoncé dans le premier film.Le thème de John Murphy est ce coup-ci récurrent et rythme encore une fois magnifiquement le film. Cette suite à donc le mérite de se démarquer en ne suivant pas les traces du film de Boyle, un film plus tourné vers l'action plus rythmé mais peut-être un peu moins exploré. Une vraie réussite"
"4,0","Oui, des zombies. Oui du sang. Oui des morts... mais au-delà de ces clichés, le réalisateur sait jouer habilement avec les images. Ce n'est pas un film pour les amateurs de zombies à la pelle, puisqu'ils sont présents, mais pas trop. On est davantage confronté aux personnages, et surtout à Carlyle, qui veut jouer son rôle de père du mieux qu'il peut, et à une mère aux prises de scientifiques avec des symptômes étranges. Un conte pour adultes qui baigne dans le sang..."
"5,0","28 Jours Plus Tard était assez inégal avec quelques longueurs. Sa séquelle le dépasse vraiment de loin : plus sombre, plus viscéral, plus violent. Bref un véritable chef-d'oeuvre. Avec une ouverture saisissante, le film de Juan Carlos Frenasdillo est une vraie claque aussi visuelle que narrative (rien est inutile). Très rythmé avec un réel sens filmique (la scène au snipers) très proche du documentaire à la Paul Greengrass, le film atteind des sommets lors de la scène de l'hélicopter tentant de récupérer le militaire au milieu d'un terrain vague infesté de zombies en furie. De plus la qualité de l'interprétation (les deux adolescents, les militaires) accentue la réussite du film, et renforce son propos, celui-ci dénonçant le bourbier irakien (présence des GIs, aucun contrôle sur les zombies, choix de l'estermination, leur attitude vis-à-vis de la population), tout en gardant une ceetaine humanité (on est vraiment loin de 28 Jours Plus Tard avec ses commandos absolument ignobles). En somme le meilleur film de genre depuis des années, qui nous propulse dans une nouvelle ère du cinéma d'horreur, dont le plan final nous laisse espérer le meilleur (et finalement comme le pire)."
"2,5","Ayant été très impressionné par le premier opus de Danny Boyle j'ai trouvé qu'une suite été quelque peu inutile. Surtout au vu du scénario, en gros les Américains veulent reconstruire et re-civilisé l'Angleterre. Après ce qui c'est passé, c'est comme chercher le bâton pour se faire battre. J'ai trouvé ça totalement débile. Malgré ce scénario pas à mon goût, le film obtient de très bonnes idées, comme pour l'immunité et tout le toutim. Même si le film est long à la détente, on est charmé par le Londres transformé, totalement désertique. Après un long démarrage (je tiens quand même à préciser que l'intro est tout de même très marquante avec une musique qui soulève le coeur) Londres re-subit le cauchemar vécu. La réalisation est nerveuse voir même trop car souvent on ne capte pas trop ce qui se présente dû au montage assez bâclé qui laisse place un peu à la simplicité. Pour le reste c'est gore et assez percutant pour les scènes chocs mais dans l'ensemble on en ressort indifférent. Même si le code rouge c'est dégueulasse on se dit: ils l'ont bien cherché... Et ça c'est dommage."
"5,0","Je viens de voir le film il y a à peine une heure ! J'ai passé un excelent moment ! Ce film est une véritable bombe qui ravira plus d'un ! La vision des infectés est atypique et nous change des sampiternels zombies ennuyeux rampants !L'action est énergétique, constante et on suit avec un grand plaisir le parcours des héros qui tentent par tous les moyens de survivre ! Juan Carlos a fait un fabuleux travail. Beaucoup de suites sont en générales décevantes, mais là, c'est tout le contraire ! Le réalisateur a fait en sorte de dépasser le simple stade de suite et a fait un film dans la droite lignée de 28 Jours plus Tard : un chef-d'oeuvre !"
"4,0",Un deuxième épisode meilleur que le premier mais attention ça pique un peu les yeux niveau violence!
"0,5","On le craignait et c'est arrivé : Paul Anderson a fait des petits. Il a pu enseigner au réalisateur de 28 semaines plus tard ses secrets pour des scènes d'action réussies : accrocher la caméra sur la queue d'un chien qui tentera de l'attrapper sans jamais y arriver, effet saisissant. Du coup, voulant nous impliquer dans l'action comme un film du Futuroscope, celui-ci nous endort avec des scènes incompréhensibles tant on ne comprend pas une seule seconde ce qui se passe. A ce rythme-là, la bande son seule aurait suffit. On pense aux maquilleuses qui ont fait les visages des zombies, et qui malheureusement ne verront jamais leur travail à l'écran tant l'épileptique derrière la caméra à du mal à ne pas filmer alternativement plafond et sol.J'espère aussi que vous aimerez la première musique du film, puisque c'est la seule, et sera rejouée tout le long.Outre les scènes ridicules (Sam s'accroche à un hélico en vol, le déséquilibrant, alors que Belmondo faisait çà très bien sans gêner l'appareil), quelques effets spéciaux déçoivent ( le Napalm en vue aérienne n'éclaire pas les immeubles dans la nuit, c'est magique le feu sans lumière).Vous comprenez alors aisément pourquoi ce film m'a déçu, après un 28 jours plus tard magnifique."
"5,0","Les derniers survivants d'un effroyable virus qui transforme les gens en monstres assoiffés de sang et de chair, se font attaquer par ces cannibales fous furieux. Trop nombreux et pris de panique, Don s'enfuit en abandonnant sa femme et ses amis, qui se font déchiquetés sous ces yeux. 28 semaines plus tard, l'armée américaine déclare le virus éradiqué et les premiers réfugiés peuvent revenir à Londres. Don retrouve Tammy et Andy, ses enfants, qui déjoueront rapidement la surveillance américaine pour une escapade dans leur ancienne maison, située dans une zone non protégée. C'est alors qu'ils s'aperçoivent que le virus n'a pas complètement disparu...28 semaines plus tard n'échappe pas aux incohérences intrinsèques au film d'épouvante : scénario bancal et décisions imprudentes et illogiques des personnages notamment. Mais aller voir ce type de film en espérant un scénario et des dialogues en béton est un contresens stupide. Et force est de constater que ce film excelle dans ce que doit être un vrai film d'horreur : Angoisse, oppression, peur. Le réalisateur nous plonge dans son film avec une maîtrise exceptionnelle. Nos yeux et nos esprits s'affolent lorsque la caméra s'agite jusqu'à devenir hystérique. Esthétiquement le film est superbe. Les images ont parfois un grain très particulier qui fait ressortir l'angoisse des personnages et la musique est grandiose, obsédante, et nous immerge totalement dans l'ambiance. Les acteurs sont plutôt convaincants, surtout la jeune Imogen poots et son regard irréel, presque fantomatique. 28 semaines plus tard n'échappe certes pas aux lacunes du genre mais fascine par une réalisation brillante et une ambiance qui s'empare de nous du début jusqu'à la fin."
"2,5","Attention : Cette suite n'est pas dans le même style que le premier opus !Si vous avez trouvés que 28 jours plus tard manquait un peu d'action, vous serez comblés avec 28 semaines plus tard.Même si il manque un peu d'originalité, ca reste bien divertissant pour les amateurs du genre.Ok c'est pas une référence comme 28 jours plus tard mais ca se laisse regarder."
"5,0","ce film est une suite super amateur du premier aller le voir car l'embuenca et les musiques sont envoutantes et prenantes, de plus les acteurs sont excellents. THE ENGLISH TOUCH"
"2,5","Une suite assez commerciale où l'appât provoquant ''l'horreur'' du spectateur est toujours fait de grosse corde. Son scénario s'inscrit assez bien dans celui du premier film même si l'analogie sur le nombre 28 est assez risible. La réponse scénaristique à la re-propagation attendue de la maladie est assez ratée, ou tout du moins sujette à une interprétation qui ne sert pas son intérêt. La suite de l'histoire est en revanche assez digne d'intérêt devant la perte de contrôle des rassurantes installations militaires devant une force bien supérieure à l'homme. Cet intérêt est assez vite tué par le fait que c'est un film d'horreur et qu'il est donc nécessaire de montrer des troupeaux de zombies pour que le film se justifie. Et tout défaut aurait pu être effacé s'il n'y avait pas eu un projet de suite : dans l'autre cas, la fin n'aurait pas été un appel du pied à cette suite et aurait au contraire témoigné d'une réalité terrifiante...sans effet gore non nécessaire."
"3,5","Dès la première scène, filmée par Danny Boyle lui-même, 28 semaines Plus Tard, suite logique de 28 jours plus tard, commence en trombe : le style est posé, le changement de metteur en scène aussi : plus brutal, plus violent, plus aggressif, plus barbare (interdit aux moins de douze ans ??)...etc. Et c'est malgré tout ce qui fait un des petits problème de cette suite survoltée, parce que si Danny Boyle avec 28 jours plus tard arrivait à doser parfaitement la violence, le nouveau-venu dans la série, un certain Juan Carlos Fresnadillo en fait un peu trop dans le gore et la brutalité, même s'il ne tarde pas non plus à révéler quelques petites subtilités : ainsi, dans les trois derniers quarts d'heure du film, le film prend, et je dis même heureusement, vu ce que laissait présager le début du film, une petite baisse de rythme et instaure une ambiance beaucoup plus ''survival'' et un parti pris un poil plus réaliste que ce même début, qui plaçais alors le film très loin en-dessous sur ce niveau-là, autant pour ce qui concerne l'aspect et les réactions psychologiques des personnages, un point qui ne s'améliorera pas par la suite, ainsi que le scénario, lui aussi trop basique ; cette partie, presque reposante, explore aussi unes des particularités de 28 jours plus tard, c'est-à-dire le principe des hommes devenant peu à peu une menace presque aussi grande que celles des zombies, des infectés comme on les nomme, quand, pour prendre exemple sur cet opus, des snipers, l'alerte rouge étant déclenchée, ont pour ordre de tirer sur tout ce qui bouge, personnes non infectées inclues, qui reste une tentative beaucoup moins réussie que dans une des scènes finales d'anthologie du premier épisode où les personnages iront à se servir des infectés pour décimer une troupe de militaires manquant clairement de matière grise et d'instinct de survie ; une autres des subtilités à remarquer dans cette même partie du film, complètée par celle citée plus haut, serait l'inventivité des scènes d'action, même si elles ne se résument que trop souvent à du massacre de zombies à grande envergure, malgré quelques scènes un peu plus intimiste. Reste que, pour finir la comparaison avec le précédent volet, par rapport à celui-ci, 28 semaines plus tard perd beaucoup trop son côté ''seuls au monde'' et du fait, l'on arrive beaucoup moins à s'attacher à des personnages qui sont malheureusement destinés à éclabousser l'écran d'hémoglobine ; manque d'intimisme, trop-plein de frénésie, manque de gaité, tout cela fait du film une oeuvre éprouvante, violente et comme l'un n'est jamais sans l'autre, très divertissante, mais peut-être est-ce un peu trop hystérique, et n'arrivant pas à se démarquer ni des autres films de morts-vivants, ni de son prédécesseur. Enfin, pour ce qui est de la bande-sonore, elle se révèle beaucoup trop répétitive avec entre autre un thème, qui, en plus d'être déjà présent dans l'avant-dernière scène de 28 jours plus tard, est répété trois fois durant le film. Voilà qui en dit beaucoup sur un film qui reste un film très divertissant et très bien mené par un réalisateur encore novice et ça se sent, malgré quelques bons acteurs et des scènes d'action souvent intéressantes, qui sont pour la plupart un véritable déchaînement d'adrénaline, de brutalité et de testostérone. Conclusion : inférieur en qualité et très inférieure en réalisme à son prédécesseur, mais indéniablement supérieur à celui-ci sur quelques excellents points, 28 semaines Plus Tard reste un film de zombie un peu trop basique et dont seule la vivacité incroyable et menée tout le long de son action frénétique peut le faire remarquer parmi d'autres essais du même genre."
"5,0","Survitaminé, soigné, aprés 28 DAYS LATER, ce second opus met la barre trés haut. On retrouve l'actrice et le compositeur de SUNSHINE, entourés d'une jeune génération anglaise qui redonne envie d'aimer me Cinéma... Mention EXCELLENT à l'intro, et la scène finale dans les couloirs du métro plongés dans le noir total..."
"5,0",Que du bonheur!Ruez vous dessus ;)
"3,0",Plus effrayant que ''28jours plus tard'' mais pas pour autant mieux.Robert Carlyle est un très bon acteur et le rôle de zombie lui va à merveille ^^
"4,0","28 jours plus tard était assez intéressant. Sa mise en scène, ses zombies sous amphétamine (que des films comme ''L'armée des morts'' ont repris) et son ambiance étaient très bien fait. Par contre, la seconde moitié du film, malgré la critique sur l'armée, était un peu chiante. 28 semaines plus tard est à mon avis meilleur que son prédécesseur. La mise en scène est là aussi excellente (même si dès qu'on fait des films caméra à l'épaule, on crie au génie un peu trop souvent) mais ce qui rajoute du mieux dans l'affaire, c'est son histoire et son action. Le père, dans l'histoire, a un rôle vraiment très intéressant (je pense que le réalisateur a un gros problème avec le sien). Et les scènes d'action sont vraiment super bien faites : beaucoup de gore, quelques effets-spéciaux et un virus qui fait très vite son effet!! Un excellent film de zombies quoi!!"
"4,0","Sans aucun doute meilleur que 28 jours. La mise en scene ne laisse presque aucun temps mort, les plans aériens de Londres sont sublimes, les acteurs convaincants et le scénar tient cette fois-ci la route. Tout ca dans de magnifiques giclées de sang et de déchiquettage de peau. Un excellent film de zombies, l'un des meilleurs que j'ai vu depuis des années avec Planete Terreur (dans un autre registre tout de meme).Donc un conseil, ne vous laissez pas trop décevoir par 28 jours et allez absolument voir celui-là !"
"2,5","Il y a six mois, un terrible virus a transformé presque toute la population en monstres sanguinaires. Les forces américaines d'occupation ayant déclaré que l'infection a été définitivement vaincue, la reconstruction du pays peut maintenant commencer. Don a survécu à ces atroces événements, mais il n'a pas réussi à sauver sa femme et la culpabilité le ronge. Lorsqu'il retrouve ses enfants, Andy et Tammy, qu'il n'avait pas revus depuis la catastrophe et qui reviennent à Londres avec la première vague de réfugiés, il leur apprend la mort de leur mère. Partagés entre la joie des retrouvailles et le chagrin, ils tentent de se reconstruire et de reprendre une vie normale dans la ville dirigée par l'armée américaine. Pourtant, quelque part, un effroyable secret les attend. Tout n'est pas terminé... ''28 semaines plus tard'' est la sequel du film réalisé par Danny Boyle, ''28 jours plus tard''. Certains diront que ce deuxième opus de la saga '' 28...plus tard '' est en tout point supérieur au premier, en examinant minutieusement les points forts de ce long-métrage, la préférence est tout à fait compréhensible. Juan Carlos Fresnadillo mêle savamment drame, film catastrophe, thriller militaire paranoïaque et film de zombie. Hélas, il faut se rendre à l'évidence, ce fourre-tout périlleux des genres cinématographique ne suffit pas à rendre cette odyssée horrifique meilleur que l'œuvre signé Danny Boyle. Le film souffre d'une indigence scénaristique. Juan Carlos Fresnadillo se contente d'aller plus loin dans le traitement de l'image quand aux scènes gores, le cinéaste espagnol s'essaie à la débauche de violence stylisée façon micheal Mann, on assiste tout simplement à un amoncellement de séquences hardcore, mises en images avec laideur. L'esthétisme gore du réalisateur n'est qu'une pâlotte imitation de l'insanité visuelle à la George A. Romero. Les premières minutes du film, annonçaient pourtant une œuvre absolue de noirceur, mais la facilité et la banalité sont de rigueur."
"2,5","Ultra-gore ! Si ça ne tiendrait qu'à moi, il serait interdit aux moins de 16 ans celui-là. Vraiment sidérant. Sacré soirée pour une tranche de fou rire garantie ! Mais qu'il est jouissif ! Fendant, flippant, ahurissant ! Cela en fait le divertissement du week-end, rien de plus bien sûr. Quand même, il fallait oser en sortir un de ce gabarit là ! Un conseil ; préparez le napalm en sortant de la salle ..."
"5,0",Film captivant du début à la fin. Je n'ai pas vu le 1 mais ce 2eme volet est sympa à regarder. C'est un bon film d'action comme on les aime
"4,0","Du bon cinéma dans l'ensemble, le schéma est certes classique les survivants se battent pour rester en vie mais le tout est bien mis en scène. La musique de John Murphy contribue à la réussite du film."
"2,5","Suite de 28 jours plus tard, ce film nous emmène dans l’après pandémie. En pleine reconstruction par l’armée américaine, le cœur de Londres est de nouveau touché par le virus. L’idée nouvelle ne suffira pas à compenser toutes les autres perdues. Le suspense est au rendez vous, mais cette suite n’atteint pas le niveau du premier. Un film simpa, sans plus."
"2,5","On y trouve toujours des malade/méchant/mort-vivant/zombie qui transforment d’une simple morsure les vivants/gentils en congénères infectés. Cette fois-ci l’armée américaine et ses élans de protectionnisme forcé ont droit de vie et de mort sur les anglais qu’ils forcent à se reconstruire suivant leurs règles. Le scénario est simpliste, groupe qui tente de survivre, mais la mise en scène d’un rythme soutenu et l’utilisation des couleurs verdâtres et de l’infrarouge associées à la bande-son emportent le spectateur dans un tourbillon d’horreur sans tomber dans le gore."
"4,0","Cette fois au commande de Juan Carlos Fresnadillo, on retourne à Londres avec le prolongement de ''28 jours plus tard'', un film de Danny Boyle. Et c'est du lourd. Toujours avec cette magnifique BO, les contaminés et survivants reviennent en force et pour moi, ''28 semaines plus tard'' fait parti des suites qui valent le coup, qui sont voir mieux que le film original. Certains diront que ce n'est pas une suite car il n'y a pas les mêmes personnages mais... On retrouve exactement la même ambiance, l'écart de réalisation entre le 1 et le 2 est mince, c'est dans les deux cas un décor urbain, et le scénario est construit d'une manière quasi identique que le volet précédent. 
spoiler: 
Un peu gore et cruel parfois, le réalisateur sait pourtant respecter ses limites et le résultat donne un excellant divertissement.
. Mais comme pour le premier volet, 
spoiler: 
on a un gout de non fini. C'est LA chose la plus dommage de cette saga : le scénario n'est pas achevé, la fin est simplement un arrêt sur image et donne un style qui ne vaut pas la peine.
 On retrouve cette même sensation dans les films de Sophia Coppola, pourtant si bonne réalisatrice et scénariste... Tout le monde à des défauts. En tous cas, ce long métrage est, pour moi, une réussite dans le cinéma d'horreur à voir."
"4,5","Du tout bon. Ambiance un peu différente du premier, mais un bon film d'horreur."
